vaerk_id,vrkanl_ny,vaerk_navn,aar,vaerk_postnr,vaerk_postdistrikt,vaerk_kommune,fv_net,fv_net_navn,selskab_id,cvr,selskab_navn,kvoteaktivitet,vrktypeid,vrktypenavn,anlaeg_navn,anlaegstype_navn,DB07,NR117,aktoer,idriftdato,skrotdato,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ
1918,1918-1,Middelfart Fjernvarme - Biomassecentral,2023,5580,Nørre Aaby,410,83,Nørre-Aaby Fjernvarme,247,28621027,Middelfart Fjernvarme a.m.b.a.,,FJ,Fjernvarmeværk,Smuldkedel,Kedel,353000.0,350030.0,fvv,2006-12-01,00:00:00,2.2,0.0,2.0,38.85105,33.5898,33.5898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.85104999999999,0.0,0.0,0.0,0.0,0.0,0.0
1918,1918-2,Middelfart Fjernvarme - Biomassecentral,2023,5580,Nørre Aaby,410,83,Nørre-Aaby Fjernvarme,247,28621027,Middelfart Fjernvarme a.m.b.a.,,FJ,Fjernvarmeværk,Fliskedel,Kedel,353000.0,350030.0,fvv,2014-10-01,00:00:00,5.0,0.0,5.0,98.7885261,99.54180000000001,99.54180000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.78852609999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,1920-2,Havneby Varmeværk,2023,6792,Rømø,550,471,Havneby Fjernvarme (Rømø),1804,29346909,Havneby Varmeværk A.m.b.a.,,FJ,Fjernvarmeværk,Fliskedel 2,Kedel,353000.0,350030.0,fvv,2006-11-01,00:00:00,1.0,0.0,1.0,7.93944,6.49008,6.49008,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,1920-1,Havneby Varmeværk,2023,6792,Rømø,550,471,Havneby Fjernvarme (Rømø),1804,29346909,Havneby Varmeværk A.m.b.a.,,FJ,Fjernvarmeværk,Fliskedel 1,Kedel,353000.0,350030.0,fvv,2006-11-29,00:00:00,1.0,0.0,1.0,0.126,0.10296,0.10296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,1920-3,Havneby Varmeværk,2023,6792,Rømø,550,471,Havneby Fjernvarme (Rømø),1804,29346909,Havneby Varmeværk A.m.b.a.,,FJ,Fjernvarmeværk,Nødoliekedel,Kedel,353000.0,350030.0,fvv,2017-12-01,00:00:00,2.6,0.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1920,1920-4,Havneby Varmeværk,2023,6792,Rømø,550,471,Havneby Fjernvarme (Rømø),1804,29346909,Havneby Varmeværk A.m.b.a.,,FJ,Fjernvarmeværk,Varmepumpe luft,Varmepumpe Luft,353000.0,350030.0,fvv,2022-05-01,00:00:00,0.2,0.0,0.66,10.8108,10.8108,10.8108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.476232,7.334568000000001
 , , ,2023, , ,316, , , , ,,,ER,Erhvervsværk,,Forbrændingsmotor,,,pev,2005-01-01,00:00:00,0.46,0.16,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,1922-1,"Geotermisk anlæg, Amagerværket",2023,2300,København S,101,2,Storkøbenhavns Fjernvarme,1826,11110026,HGS - Hovedstadsområdets Geotermiske Samarbejde,,FJ,Fjernvarmeværk,Demonstrationsanlæg,Geotermi,353000.0,350030.0,fvv,2005-08-01,00:00:00,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1924,1924-1,Mindegaard Biogas,2023,5550,Langeskov,440,0,0,2389,33636547,BIRKETVEDGAARD ApS,,ER,Erhvervsværk,Biogasanlæg,Forbrændingsmotor,11100.0,10000.0,pev,2006-12-08,00:00:00,0.15,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,1929-3,Bornholms Bioenergi,2023,3720,Aakirkeby,400,69,Aakirkeby og Lobbæk Fjernvarme,1841,28719310,Bornholms Bioenergi ApS,,DC,Decentralt værk,Motor 2,Forbrændingsmotor,351100.0,350010.0,kvt,2019-11-01,00:00:00,3.546,1.484,1.876,57.44733,28.8828,18.4428,22.806,22.806,0.2513850513,0.7486149487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,1929-2,Bornholms Bioenergi,2023,3720,Aakirkeby,400,69,Aakirkeby og Lobbæk Fjernvarme,1841,28719310,Bornholms Bioenergi ApS,,DC,Decentralt værk,Motor 1,Forbrændingsmotor,351100.0,350010.0,kvt,2019-11-01,00:00:00,3.546,1.484,1.876,57.44733,28.8828,18.4428,22.806,22.806,0.2513850513,0.7486149487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.44733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1932,1932-1,"Lilleheden, Afd. LL",2023,9850,Hirtshals,860,298,Hjørring Fjernvarme (inkl. Hirtshals Fjernvarme fra 2011),1458,24077713,LILLEHEDEN A/S,,ER,Erhvervsværk,Spånfyr,Kedel,162300.0,160000.0,pvp,2004-12-01,00:00:00,4.5,0.0,4.5,54.351,51.4908,43.2,0.0,0.0,0.8389848284,0.0,0.1610151716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316,47.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,1933-1,"Ølgod Fjernvarmeselskab Amba., Industrivej 9",2023,6870,Ølgod,573,136,Ølgod Fjernvarme,506,35747028,Ølgod Fjernvarmeselskab AMBA,,FJ,Fjernvarmeværk,Fliskedel - vådflis,Kedel,353000.0,350030.0,fvv,2006-09-15,00:00:00,8.0,0.0,8.0,130.4648,130.0536,130.0536,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.4648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,1933-2,"Ølgod Fjernvarmeselskab Amba., Industrivej 9",2023,6870,Ølgod,573,136,Ølgod Fjernvarme,506,35747028,Ølgod Fjernvarmeselskab AMBA,,FJ,Fjernvarmeværk,Oliekedel,Kedel,353000.0,350030.0,fvv,2006-09-15,00:00:00,11.1,0.0,10.0,0.60979,0.5472,0.5472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6097899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1933,1933-3,"Ølgod Fjernvarmeselskab Amba., Industrivej 9",2023,6870,Ølgod,573,136,Ølgod Fjernvarme,506,35747028,Ølgod Fjernvarmeselskab AMBA,,FJ,Fjernvarmeværk,Fliskedel - tørflis,Kedel,353000.0,350030.0,fvv,2013-12-01,00:00:00,2.17,0.0,2.0,21.8535,17.2692,17.2692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4885,0.0,1.365,0.0,0.0,0.0,0.0,0.0,0.0
1933,1933-4,"Ølgod Fjernvarmeselskab Amba., Industrivej 9",2023,6870,Ølgod,573,136,Ølgod Fjernvarme,506,35747028,Ølgod Fjernvarmeselskab AMBA,,FJ,Fjernvarmeværk,Gaskedel,Kedel,353000.0,350030.0,fvv,2018-10-01,00:00:00,5.0,0.0,5.5,5.2072416,5.3172,5.3172,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.207241600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-8,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 8,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8673366,0.25884,0.25884,0.33138,0.328752,0.1492154257,0.8507845743,0.0,0.0,0.0,0.0,0.8673366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-3,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 3,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8723584,0.259452,0.259452,0.333324,0.333324,0.1487072286,0.8512927714,0.0,0.0,0.0,0.0,0.8723584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-9,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Elkedel,Elpatron,351100.0,350010.0,fvv,2006-10-01,00:00:00,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-4,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 4,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8623148,0.257364,0.257364,0.3294,0.3294,0.1492285648,0.8507714352,0.0,0.0,0.0,0.0,0.8623147999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-1,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 1,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.2930579,0.087516,0.087516,0.111996,0.111996,0.1493152036,0.8506847964,0.0,0.0,0.0,0.0,0.2930579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-6,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 6,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8791737,0.262188,0.262188,0.335952,0.335952,0.1491104659,0.8508895341,0.0,0.0,0.0,0.0,0.8791737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-2,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 2,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8364884,0.24912,0.24912,0.319572,0.319572,0.1489082216,0.8510917784,0.0,0.0,0.0,0.0,0.8364883999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-7,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 7,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8605213,0.25668,0.25668,0.328752,0.328752,0.1491421537,0.8508578463,0.0,0.0,0.0,0.0,0.8605212999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1934,1934-5,Energi Fyn Produktion - Kratholm,2023,5260,Odense S,461,79,Fjernvarme Fyn,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 5,Forbrændingsmotor,351100.0,350010.0,kvt,2006-09-22,00:00:00,5.4,2.0,1.3,0.8637496,0.257508,0.257508,0.3300480000000001,0.3300480000000001,0.1490640343,0.8509359657,0.0,0.0,0.0,0.0,0.8637495999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1935,1935-1,"Faxe Fjernvarmeselskab, Schjølervej 7",2023,4640,Fakse,320,42,Faxe Fjernvarme,113,70831112,FAXE FJERNVARMESELSKAB A M B A,,FJ,Fjernvarmeværk,Fliskedel,Kedel,353000.0,350030.0,fvv,2006-10-01,00:00:00,5.0,0.0,5.0,95.9148,89.676,88.3476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1937,1937-1,Krakasvej Varmecentral,2023,3400,Hillerød,219,18,Hillerød-Farum-Værløse,2014,31592488,HILLERØD VARME A/S,,FJ,Fjernvarmeværk,Gaskedel og biomassekedel,Kedel,353000.0,350030.0,fvv,2006-01-01,00:00:00,10.4,0.0,9.5,76.63786,59.72583599999999,59.72583599999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71566,0.0,0.0,0.0,0.0,0.0,64.9222,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-4,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 4,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.9487615,0.279864,0.279864,0.38736,0.38736,0.1474891213,0.8525108787,0.0,0.0,0.0,0.0,0.9487614999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-6,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 6,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.9390766,0.2772,0.2772,0.383472,0.383472,0.1475917939,0.8524082061,0.0,0.0,0.0,0.0,0.9390765999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-1,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 1,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.9344135,0.275724,0.275724,0.381528,0.381528,0.1475385362,0.8524614638,0.0,0.0,0.0,0.0,0.9344135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-3,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 3,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.9534246,0.281088,0.281088,0.389304,0.389304,0.1474096641,0.8525903359,0.0,0.0,0.0,0.0,0.9534245999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-2,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 2,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.46631,0.137412,0.137412,0.19044,0.19044,0.1473397525,0.8526602475,0.0,0.0,0.0,0.0,0.4663099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-9,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Elkedel,Elpatron,351100.0,350010.0,fvv,2007-06-01,00:00:00,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-7,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 7,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-8,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 8,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940,1940-5,Energi Fyn Produktion - Assens,2023,5610,Assens,420,71,Assens Fjernvarme,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 5,Forbrændingsmotor,351100.0,350010.0,kvt,2007-06-01,00:00:00,5.4,2.0,1.3,0.9437397,0.2785320000000001,0.27828,0.385416,0.385416,0.1475682331,0.8524317669,0.0,0.0,0.0,0.0,0.9437396999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,1942-4,"Egtved Varmeværk, Søndergade 35",2023,6040,Egtved,630,141,Egtved Fjernvarme,13,14909516,Egtved Varmeværk A.M.B.A.,,DC,Decentralt værk,Elkedel,Elpatron,353000.0,350030.0,fvv,2012-09-01,00:00:00,4.0,0.0,4.0,6.1416,5.680800000000001,5.680800000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1416,0.0
1942,1942-2,"Egtved Varmeværk, Søndergade 35",2023,6040,Egtved,630,141,Egtved Fjernvarme,13,14909516,Egtved Varmeværk A.M.B.A.,,DC,Decentralt værk,1 stk. gasmotor,Forbrændingsmotor,353000.0,350030.0,kvt,1995-01-01,00:00:00,9.83,3.73,4.22,8.0703216,3.9312,3.9312,3.0888,3.0888,0.2435590671,0.7564409329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0703216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,1942-3,"Egtved Varmeværk, Søndergade 35",2023,6040,Egtved,630,141,Egtved Fjernvarme,13,14909516,Egtved Varmeværk A.M.B.A.,,DC,Decentralt værk,Kedel,Kedel,353000.0,350030.0,fvv,2006-07-01,00:00:00,9.44,0.0,8.5,10.9748628,12.4452,12.4452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9748628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 , , ,2023, , ,510, , , , ,,,DC,Decentralt værk,,Forbrændingsmotor,,,kvt,2007-08-01,00:00:00,49.8,20.4,0.0,4.4270754,0.0,0.0,1.5408,1.5408,0.0,1.0,0.0,0.0,0.0,0.0,4.4270754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1948,1948-1,MPM Invest Aps - Regulerkraft Toftlund,2023,6520,Toftlund,550,0,0,1866,29831459,MPM INVEST ApS,,DC,Decentralt værk,12 Stk ens FG Wilson Diesel Motorer,Forbrændingsmotor,351100.0,350010.0,kvt,2007-09-01,2023-05-01 00:00:00,49.8,20.4,0.0,2.302854,0.0,0.0,0.8532000000000001,0.8532000000000001,0.0,1.0,0.0,0.0,0.0,0.0,2.302854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,1949-1,Regulerkraftværk Tønder,2023,6270,Tønder,550,0,0,1867,30134885,Skou Hansen I/S v/Carl Skou og Lars Peter Skou Hansen,1.0,DC,Decentralt værk,12 stk. ens PM Energi diesel motor units,Forbrændingsmotor,351100.0,350010.0,kvt,2007-10-12,00:00:00,49.8,20.4,0.0,10.8065549,0.0,0.0,4.3488,4.3488,0.0,1.0,0.0,0.0,0.0,0.0,10.8065549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-4,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 4,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3583413,0.0,0.0,0.1449,0.1449,0.0,1.0,0.0,0.0,0.0,0.0,0.3583413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-7,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 7,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3630044,0.0,0.0,0.146772,0.146772,0.0,1.0,0.0,0.0,0.0,0.0,0.3630043999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-2,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 2,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3536782,0.0,0.0,0.143028,0.143028,0.0,1.0,0.0,0.0,0.0,0.0,0.3536781999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-8,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 8,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3705371,0.0,0.0,0.149904,0.149904,0.0,1.0,0.0,0.0,0.0,0.0,0.3705371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-1,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 1,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.2424812,0.0,0.0,0.098064,0.098064,0.0,1.0,0.0,0.0,0.0,0.0,0.2424812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-3,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 3,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.2898296,0.0,0.0,0.11682,0.11682,0.0,1.0,0.0,0.0,0.0,0.0,0.2898296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-5,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 5,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3289279,0.0,0.0,0.133056,0.133056,0.0,1.0,0.0,0.0,0.0,0.0,0.3289278999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,1952-6,Energi Fyn Produktion - Regulerkraftanlæg Næstved E,2023,4700,Næstved,370,0,0,1787,29839999,ENERGI FYN PRODUKTION A/S,1.0,DC,Decentralt værk,Motor 6,Forbrændingsmotor,351100.0,350010.0,kvt,2007-11-19,00:00:00,5.4,2.0,1.6,0.3691023,0.0,0.0,0.149292,0.149292,0.0,1.0,0.0,0.0,0.0,0.0,0.3691022999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959,1959-4,"Svendborg Fjernvarme, Nordre Central",2023,5700,Svendborg,479,87,Svendborg Fjernvarme,431,22113410,Svendborg Fjernvarme A.m.b.a,1.0,DC,Decentralt værk,Gaskedel 1,Kedel,353000.0,350030.0,fvv,2008-02-08,00:00:00,15.0,0.0,15.0,17.2310292,17.23104,17.23104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2310292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
