PNummer;Fjernvarmeforsyning;Postnr.;MWhPrisInklMoms;SamletForbugerprisBeboelseslejlighedInklMoms;SamletForbugerprisEnfamilieshusInklMoms;NominelPrisaendring36Mdr;ProcentvisPrisaendring36Mdr;NominelPrisaendring12Mdr;ProcentvisPrisaendring12Mdr;Bemaerkninger
1000217945;Outrup Varmeværk;6855;1125;21000;25863;11313;78%;9050;53,83%;
1001550440;Padborg Fjernvarme A.m.b.a.;6330;563;10700;13819;905;7%;905;7,01%;
1002247727;Præstø Fjernvarme A.m.b.a.;4720;1000;19113;24069;7208;43%;5951,63;32,85%;
1001210129;Ramsing-Lem-Lihme Kraftvarmeværk;7860;844;17219;23147;4198;22%;4876,25;26,69%;
1002992225;Rask Mølle Varmeværk;8763;613;12094;15436;-325;-2%;-325;-2,06%;
1000077067;Refa - Horbelev Varmeværk A/S;4871;543;13351;18022;-940;-5%;560,12;3,21%;
1020390588;Refa Gedser Fjernvarme A/S;4874;601;13286;17213;0;0%;0;0,00%;
1015609768;Refa, Stubbekøbing Fjernvarme A/S;4800;458;12615;17152;2217;15%;2858,63;20,00%;
1003843766;Rejsby Kraftvarme;6780;938;17125;23969;7014;41%;5882,5;32,52%;
1002058838;Ribe Fjernvarme Amba;6760;538;11679;13935;1673;14%;1810;14,93%;
1011319390;Ringe Fjernvarmeselskab A M B A;5750;731;12641;15767;3921;33%;3920,63;33,10%;
1003054009;Ringkøbing Fjernvarmeværk Amba    Varmeværk 1;6950;1188;20444;25728;14254;124%;8823,13;52,19%;
1017780383;Ringsted Fjernvarme A/S;4100;570;10990;14006;2241;19%;2541,34;22,17%;
1007719341;Rise Fjernvarme Amba;5970;1313;26438;30506;7022;30%;8552,25;38,96%;
1001806990;Roslev Fjernvarmeselskab A.m.b.a.;7870;544;12313;15304;1923;14%;1923,13;14,37%;
1001391111;Rostrup Kraftvarmeværk Amba;9550;725;19000;21248;2941;16%;2262,5;11,92%;
1001930294;Rundhøj  Fjernvarme Amba;8270;580;10600;13748;1222;10%;814,5;6,30%;
1001553645;Ry Varmeværk A M B A;8680;454;10175;13245;2765;26%;2765,25;26,39%;
1003568649;Rye Kraftvarmeværk A.m.b.a.;8680;500;14844;19488;1697;10%;4525;30,24%;
1002070617;Ryomgård Fjernvarmeværk;8550;650;13600;16665;366;2%;1270,5;8,25%;
1001082841;Ræhr Fjernvarme Amba;7730;525;12063;14378;804;6%;2387,5;19,91%;
1001573462;Rødby Varmeværk A.m.b.a.;4970;438;10969;14181;2081;17%;1756,25;14,13%;
1001159796;Rødbyhavn Fjernvarme Amba;4970;328;11063;14863;3950;36%;1621,63;12,25%;
1002243368;Rødding Fjernvarme;6630;588;11125;14184;418;3%;1810;14,63%;
1001454760;Rødkærsbro Fjernvarmeværk;8840;811;16661;20658;3260;19%;3531,25;20,62%;
1011930936;Rødovre Kommunale Fjernvarme;2610;483;10519;13871;249;2%;248,88;1,83%;
1002824928;Rønde Fjernvarmeværk;8410;595;12144;15432;2770;22%;3086,38;25,00%;
1016095709;Rønne Varme A/S;3700;702;14049;16926;3455;26%;2036,25;13,68%;
1002997847;Sakskøbing Fjernvarmeselskab Amba;4990;544;8778;10588;-2421;-19%;-5658,75;-34,83%;
1001529390;Saltum Fjernvarmeværk Amba;9493;1106;20031;25523;8733;52%;11538,75;82,51%;
1004149664;Sandved-Tornemark Kraftvarmeværk Amba;4262;725;16547;19826;2438;14%;1080;5,76%;
1000550228;Sdr  Felding Varmeværk;7280;725;14469;18435;7960;76%;7960;75,99%;
1001193577;Sdr. Herreds Kraftvarmeværker Amba ;7960;775;18425;22579;3968;21%;3967,63;21,32%;
1006369409;Sdr. Nissum Fjernvarme I/S Henry Toft/Britha Pilgaard Toft;6990;600;12500;14610;-720;-5%;0;0,00%;
1001577420;Sdr. Omme Varmeværk Amba;7260;522;12637;16785;2008;14%;2456,03;17,14%;
1001503654;Sig Varmeværk;6800;1476;27144;31720;14151;81%;14276,38;81,84%;
1014963991;Silkeborg Varme A/S;8600;855;15300;18996;6878;57%;3348,5;21,40%;
1002097944;Sindal Varmeforsyning Amba;9870;535;11025;13909;1109;9%;-248,88;-1,76%;
1010782917;Sk Varme A/S;4200;525;11015;14001;1294;10%;954,38;7,31%;
1018054791;Skagen Varmeværk Amba;9990;713;13913;17386;6788;64%;5656,25;48,22%;
1000210678;Skals Kraftvarmeværk Amba;8832;1094;19406;24172;9842;69%;9841,88;68,68%;
1001761239;Skanderborg-Hørning Fjernvarme Amba;8660;455;8950;11186;543;5%;543;5,10%;
1003169877;Skive Fjernvarme A.m.b.a.;7800;663;12625;16191;2127;15%;2398,25;17,39%;
1003086479;Skjern Fjernvarme;6900;615;10913;13782;3402;33%;2986,5;27,67%;
1000746895;Skovlund Varmeværk;6823;688;14938;18719;1829;11%;678,75;3,76%;
1002138988;Skovsgaard Varmeværk;9460;656;12938;16966;3478;26%;2828,13;20,00%;
1003701860;Skuldelev Energiselskab Amba***;4050;798;-;21044;8448;67%;8447,93;67,07%;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype. 
1001669670;Skærbæk Fjernvarme A.m.b.a.;6780;395;9384;12000;-154;-1%;1090,75;10,00%;
1003458829;Skørping Varmeværk;9520;800;14875;18855;4751;34%;4751,25;33,69%;
1001604427;Skårup Fjernvarme;5881;1039;19145;24453;10028;70%;9621;64,87%;
1018666886;Slagslunde Fjernvarme A.m.b.a.;3660;1620;28488;35847;17195;92%;0;0,00%;
1001535455;Smørum Kraftvarme;2765;948;17633;22325;7789;54%;7788,78;53,58%;
1001986520;Snedsted Varmeværk;7752;508;12394;16855;171;1%;3370,75;25,00%;
1001556073;Solrød Fjernvarme A M B A;2680;550;11406;15221;-181;-1%;905;6,32%;
1023151355;Sorø Fjernvarme A/S;4520;1051;18581;23903;8138;52%;10934,13;84,31%;
1001754646;Spjald Fjernvarme- Og Vandværk;6971;1045;31250;31250;18218;140%;18217,5;139,79%;
1003462631;SSF Energiselskab (Snertinge, Særslev, Føllenslev);4591;831;20154;23991;0;0%;0;0,00%;
1002046635;Stege Fjernvarme Amba;4780;534;12055;16275;2247;16%;2360,25;16,96%;
1002186897;Stenstrup Fjernvarme Amba;5771;570;11313;14097;453;3%;814,5;6,13%;
1002279681;Stoholm Fjernvarmeværk;7850;375;8906;11100;-1131;-9%;0;0,00%;
1001828049;Strandby Varmeværk Amba;9970;713;14281;18209;4671;35%;2861,25;18,64%;
1008632274;Struer Energi Fjernvarme A/S;7600;528;9531;11730;1629;16%;859,75;7,91%;
1001070704;Støvring Kraftvarmeværk Amba;9530;931;16656;20999;9842;88%;4819,13;29,78%;
1001815057;Sunds Vand- Og Varmeværk A.m.b.a;7451;731;13188;16486;4864;42%;4864,38;41,86%;
1000921589;Svebølle-Viskinge Fjernvarmeselskab Amba;4470;717;18310;21509;-246;-1%;6,11;0,03%;
1003007911;Svendborg Fjernvarme;5700;701;12408;15783;3064;24%;2466,13;18,52%;
1001944117;Svogerslev Fjernvarmecentral;4000;613;11931;15161;425;3%;652,5;4,50%;
1001272907;Sydfalster Varmeværk A M B A;4873;440;10748;13848;-285;-2%;0;0,00%;
1001211691;Sydlangeland Fjernvarme A.m.b.a.;5932;600;11750;14710;815;6%;1448;10,92%;
1002189756;Sæby Varmeværk A M B A;9300;875;15500;19038;7466;65%;2262,5;13,49%;
1004197093;Søndbjerg Fjernvarme Amba;7790;813;17063;23006;7288;46%;4525;24,48%;
1012754848;Sønderborg Varme A/S**;6400;558;10933;14037;2525;22%;2362,05;20,23%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret.
1000898485;SØNDERHOLM VARMEVÆRK AMBA;9240;644;14906;18277;679;4%;2941,25;19,18%;
1001802909;Tarm Varmeværk Amba;6880;615;13080;14987;3608;32%;3608;31,71%;
1000949978;Terndrup Fjernvarme A.m.ba.;9575;563;12000;15669;0;0%;0;0,00%;
1003030685;Thisted Varmeforsyning Amba**;7700;375;7563;9688;-453;-4%;0;0,00%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret.
1000409687;Thorsager Fjernvarmeværk A M B A;8410;538;12125;15304;-1003;-6%;0;0,00%;
1003830555;Thorshøj Kraftvarmeværk Amba;9750;625;14788;17633;-5150;-23%;1131,25;6,86%;
1001235842;THORSMINDE VARMEVÆRK A.M.B.A.*;6990;575;12844;16620;1358;9%;0;0,00%;* For varmeværker, der af forskellige årsager mangler prisanmeldelse for januar 2023, er prisanmeldelsen for den senest indberettede periode anvendt. 
1001552789;Thorsø Fjernvarmeværk A M B A;8881;453;11215;14589;5425;59%;24,39;0,17%;
1001178258;Thyborøn Fjernvarme A.m.b.a.;7680;600;13000;17235;1991;13%;2624,5;17,96%;
1000758600;Tim Kraftvarmeværk Amba;6980;938;17000;21144;5656;37%;1583,75;8,10%;
1000146519;Tistrup Varmeværk;6862;1513;26813;32876;16177;97%;11651,88;54,90%;
1002175112;Toftlund Fjernvarme Amba;6520;1188;20313;25369;9616;61%;8145;47,29%;
1001473623;Tommerup Bys Fjernvarmeforsyning A.m.b.a.;5690;532;12069;15020;1715;13%;2443,94;19,43%;
1002487500;Tommerup St. Varmeforsyning A.m.b.a.;5690;1050;18413;23620;7758;49%;11476,25;94,50%;
1001698824;Tranbjerg Varmeværk A M B A;8310;688;12453;15238;1286;9%;1647,63;12,12%;
1593572581;Tranegilde Fjernvarme****;2620;678;16433;20103;-;-;-;-;**** Nogle værker er blevet oprettet efter den beregnede periode og derfor kan der ikke beregnes en ændring.
1001940135;Tranum Varmeværk;9460;875;17638;21213;7356;53%;6225;41,53%;
1001203809;Trefor Varme, Kolding A/S;6000;787;14610;17048;3195;23%;3715,03;27,86%;
1001762685;Troldhede Kraftvarmeværk A.m.b.a.;6920;1200;20313;25270;12026;91%;3054,38;13,75%;
1004131281;Trustrup-Lyngby Varmeværk Amba;8570;513;10656;13689;2036;17%;2262,5;19,80%;
1001318826;Tversted Kraftvarmeværk A M B A;9881;788;14750;19160;5372;39%;5485;40,11%;
1001745454;Tønder Fjernvarmeselskab A.m.b.a.;6270;1038;18813;23954;10350;76%;9961,25;71,19%;
1003023952;Tørring Kraftvarmeværk;7160;1095;22563;25957;10692;70%;10995,75;73,49%;
1015752390;Tårnbyforsyning Varme A/S;2770;527;15008;17909;5732;47%;5100,44;39,82%;
1002190406;Tårs Varmeværk;9830;963;17914;23081;5040;28%;3877,5;20,19%;
1000885821;Ulbjerg Kraftvarme Amba;8832;594;13906;17122;1944;13%;1753,13;11,41%;
1001109525;Uldum Varmeværk Amba;7171;613;11719;14855;1945;15%;1968,75;15,28%;
1000525111;Ulfborg Fjernvarmeværk A.m.b.a.;6990;531;14063;18441;5611;44%;4480,16;32,09%;
1001726931;Ulsted Varmeværk;9370;525;12000;16240;272;2%;271,5;1,70%;
1001973692;Vallensbæk Fjernvarme Nord A M B A;2625;548;11959;15882;443;3%;625,23;4,10%;
1002041931;Vamdrup Fjernvarme A.m.b.a;6580;594;12156;14822;339;2%;1923,13;14,91%;
1003535075;Veddum Skelund Visborg Kraftvarmeværk Amba;9560;850;18750;21385;7326;52%;0;0,00%;
1000830268;Vegger Varmeværk A M B A;9240;475;9375;11691;3367;40%;979,38;9,14%;
1003962006;Vejby-Tisvilde Fjernvarme Amba;3210;1500;24984;31456;9994;47%;12256,25;63,83%;
1002060351;Vejen Varmeværk Amba;6600;750;13000;16150;3846;31%;5068;45,73%;
1002290506;Vejlby Fjernvarme;8240;493;9694;11221;745;7%;-318,75;-2,76%;
1002261339;Vejle Fjernvarme A.m.b.a.;7100;594;11031;13972;2263;19%;3167,5;29,32%;
1001612351;Vemb Varmeværk;7570;725;14585;19119;5553;41%;6237,5;48,42%;
1007760007;Verdo Varme A/S;8920;679;11429;14083;2430;21%;5030,54;55,57%;
1010775228;Verdo Varme Herning (Før Eniig Varme A/S);7400;734;13695;17238;5478;47%;8816,68;104,70%;
1001329153;Vesløs Fjernvarme Amba;7742;553;16038;17750;-1131;-6%;0;0,00%;
1000499081;Vester Hjermitslev Varmeværk;9700;1125;22500;25988;8371;48%;9502,5;57,64%;
1002166333;Vestervig Fjernvarme A.m.b.a;7770;405;10999;14127;1674;13%;1674,25;13,45%;
1010775961;Vestforsyning Varme A/S;7500;301;5912;7867;-2502;-24%;-2556,63;-24,53%;
1026537661;Viborg Varme A.mb.a.;2970;1175;19887;24699;10019;68%;1149,57;4,88%;
1016419539;Videbæk Varme A/S;6920;610;11238;13954;6516;88%;5814,63;71,44%;
1026120469;Vildbjerg Varme A/S****;7480;693;13388;16359;-;-;-;-;**** Nogle værker er blevet oprettet efter den beregnede periode og derfor kan der ikke beregnes en ændring.
1001672876;Vinderup Varmeværk A M B A;7830;406;8184;10564;566;6%;0;0,00%;
1002323664;Vivild Varmeværk A M B A;8961;775;15300;18715;1742;10%;1583,75;9,24%;
1001184646;Voerså Kraftvarmeværk A.m.b.a.;9300;1188;22188;25869;7127;38%;905;3,63%;
1001623583;Vojens Fjernvarme A.m.b.a.;6500;745;13123;16862;2137;15%;0;0,00%;
1013385854;Vordingborg Fjernvarme A/S;4760;776;14769;18000;3006;20%;3005;20,04%;
1001413262;Vorupør Kraftvarmeværk;7700;650;15294;19146;2014;12%;1719,5;9,87%;
1002195366;Vrå Varmeværk Amba;9760;750;14625;18463;2826;18%;3843,75;26,29%;
1000295548;Værløse Varmeværk;3500;372;11494;13869;1569;13%;603,64;4,55%;
1003453013;Værum-Ørum Kraftvarmeværk A.m.b.a.;8870;906;22531;27353;14771;117%;6156,25;29,04%;
1001572715;Ærøskøbing Fjernvarme;5970;400;11375;12615;-1131;-8%;0;0,00%;
1000118658;Ø. Brønderslev Fjernvarmeværk*;9700;1884;31850;39408;23547;148%;21736,5;123,00%;* For varmeværker, der af forskellige årsager mangler prisanmeldelse for januar 2023, er prisanmeldelsen for den senest indberettede periode anvendt. 
1003046743;Ølgod Fjernvarmeselskab Amba;6870;545;11663;14502;2987;26%;2986,5;25,93%;
1000902719;Ørnhøj-Grønbjerg Kraftvarmeværk A.m.b.a.;6973;608;13683;17080;1077;7%;1389,18;8,85%;
1001596824;Ørsted Fjernvarmeværk;8950;488;9569;12684;679;6%;678,75;5,65%;
1000459320;Ørum Varmeværk Amba;8830;975;17188;21173;6335;43%;4072,5;23,82%;
1000946049;Østbirk Varmeværk A M B A;8752;550;10750;13580;1734;15%;2412,5;21,60%;
1000894624;Øster Hornum Varmeværk;9530;450;12594;17083;953;6%;0;0,00%;
3333344444;Øster Hurup Kraftvarmeværk;9560;625;16250;18188;1131;7%;0;0,00%;
1001339596;Øster Toreby, Sundby Og Nagelsti Varmeværk Amba;4800;480;11016;14803;1462;11%;1137;8,32%;
1000882329;Østerild Fjernvarmeselskab A M B A;7700;675;16219;20030;1584;9%;1583,75;8,59%;
1001521893;Østervrå Varmeværk AMBA;9750;744;15375;19399;3450;22%;6730,63;53,13%;
1001742157;Aabenraa - Rødekro Fjernvarme;6200;490;11138;13344;3910;41%;4272;47,09%;
1001358265;Aabybro Fjernvarme;9440;495;10206;12772;815;7%;814,5;6,81%;
1022007439;Aalborg Bygas A/S;9000;3668;56991;68363;53883;372%;47491,91;227,55%;
1020945857;Aalborg Varme A/S;9000;684;12526;14646;2451;20%;1288,88;9,65%;
1000738509;Aalestrup-Nørager Energi A.m.b.a;9620;446;8966;11483;1075;10%;849;7,98%;
1002486097;Aars Fjernvarme Amba;9600;450;8750;10970;1446;15%;452,5;4,30%;
