PNummer;Fjernvarmeforsyning;Postnr.;MWhPrisInklMoms;SamletForbugerprisBeboelseslejlighedInklMoms;SamletForbugerprisEnfamilieshusInklMoms;NominelPrisaendring36Mdr;ProcentvisPrisaendring36Mdr;NominelPrisaendring12Mdr;ProcentvisPrisaendring12Mdr;Bemaerkninger
1001214793;Gjøl Private Kraftvarmeværk A.m.b.a.;9440;500;12.500;15.925;679;4%;-3.620;-18,52%;
1003264343;Gladsaxe kommunes Fjernvarmeforsyning;2860;290;11.267;13.441;-161;-1%;747;5,88%;
1001582757;Glamsbjerg-Haarby Varmeværk A.m.b.a.;5620;463;9.250;11.921;128;1%;0;0,00%;
1016140941;Glostrup Varme A/S;2600;294;7.226;9.468;50;1%;615;6,95%;
1002068790;Glyngøre Fjernvarmeværk;7870;481;11.281;14.461;598;4%;-1;0,00%;
1001743992;Gram Fjernvarme;6510;1.000;18.563;23.725;2.941;14%;4.751;25,04%;
1017920967;GRENÅ VARMEVÆRK A M B A;8500;258;6.394;8.498;-2.471;-23%;-625;-6,85%;
1017198617;Greve Fjernvarme A.m.b.a.;2670;307;7.637;10.535;-1.534;-13%;0;0,00%;
1017380741;Grevinge-Herrestrup Kraftvarme (Odsherred Varme A/S);4571;600;12.075;15.475;-4.886;-24%;-685;-4,24%;
1001830261;Græsted Fjernvarme A.m.b.a;3230;550;12.088;15.986;1.494;10%;250;1,59%;
1025483363;Grøn Varme Samsø A/S - Tranebjerg;7752;725;13.094;16.510;;;-1.244;-7,01%;
1001252921;Gudenådalens Energiselskab A.M.B.A. (Bjerringbro Varmeværk)**;8850;619;12.829;15.916;189;1%;2.149;15,61%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1015628495;Guldborgsund Varme;4800;571;10.855;13.958;-86;-1%;-183;-1,29%;
1001519815;Gørding Varmeværk;6690;475;9.094;12.010;0;0%;0;0,00%;
1003123407;Haderslev Fjernvarme;6100;445;8.363;10.430;0;0%;0;0,00%;
1007842267;HADERUP KRAFTVARMEVÆRK A.M.B.A.;7540;623;12.806;16.317;1.878;13%;1.109;7,29%;
1002257575;Hadsten Varmeværk;8370;369;9.094;10.237;339;3%;339;3,43%;
1002116755;HADSUND FJERNVARMEVÆRK;9560;453;11.038;13.265;45;0%;356;2,76%;
1001392149;Hallund Kraftvarmeværk A.m.b.a.;9700;700;16.500;18.670;1.810;11%;1.086;6,18%;
1001549704;HALS FJERNVARME A M B A;9370;525;10.313;13.040;0;0%;0;0,00%;
1016115076;Halsnæs Varme A/S;3300;475;9.649;12.468;-679;-5%;0;0,00%;
1001088346;Halvrimmen-Arentsminde Kraftvarmeværk Amba;9460;456;11.250;14.383;2.527;21%;-3.054;-17,52%;
1001822672;Hammel Fjernvarme Amba;8450;456;8.094;10.058;679;7%;0;0,00%;
1001555454;HAMMERSHØJ FJERNVARMEVÆRK;8830;825;14.438;18.508;5.317;40%;4.525;32,36%;
1001554495;HANSTHOLM VARMEVÆRK A M B A;7730;400;8.438;10.365;453;5%;453;4,56%;
1001018897;HARBOØRE VARMEVÆRK A.M.B.A.;7673;225;5.925;7.703;226;3%;226;3,03%;
1001094436;Hashøj Kraftvarmeforsyning A.m.b.a.;4261;511;10.755;14.712;-23;0%;-2.330;-13,67%;
1002013802;HASLEV FJERNVARME  A M B A;4690;673;13.247;16.735;1.047;7%;-325;-1,90%;
1001121158;Havndal Fjernvarme A.m.b.a.;8970;579;12.353;15.277;0;0%;0;0,00%;
1012117112;Havneby Varmeværk A.m.b.a.;6792;844;16.375;21.122;470;2%;0;0,00%;
1011271355;Hedegårdens Varmecentral I/S  c/o EBO Consult A/S;2650;364;10.263;12.374;1.061;9%;1.274;11,47%;
1001812204;HEDENSTED FJERNVARME;8722;531;11.063;14.428;-506;-3%;0;0,00%;
1001011752;Hejnsvig Varmeværk A M B A;7250;375;9.500;11.488;358;3%;0;0,00%;
1001830583;Helsinge Fjernvarme;3200;500;10.094;13.088;-778;-6%;0;0,00%;
1004482427;HEMMET VARMEVÆRK AMBA;6893;563;12.594;15.919;0;0%;0;0,00%;
1014558531;HILLERØD VARME A/S;3400;450;10.494;11.889;0;0%;0;0,00%;
3000000001;HILLERØD VARME A/S - Gørløse Fjernvarme;3400;450;14.005;15.400;0;0%;0;0,00%;
3000000002;HILLERØD VARME A/S - Meløse-St. Lyngby;3400;450;14.814;16.209;0;0%;0;0,00%;
3000000003;HILLERØD VARME A/S - Skævinge Fjernvarmeværk;3400;450;13.004;16.240;0;0%;0;0,00%;
1002895495;HINNERUP FJERNVARME AMBA;8382;408;8.066;10.532;0;0%;0;0,00%;
1001864776;HIRTSHALS FJERNVARME;9850;529;11.773;15.286;1.681;12%;1.342;9,62%;
1001723737;Hjallerup Fjernvarmeværk;9320;913;16.000;20.066;3.420;21%;4.525;29,12%;
1000379188;HJORDKÆR FJERNVARMEVÆRK AMBA;6230;344;8.404;10.157;-2.271;-18%;-837;-7,61%;
1003156575;HJØRRING VARMEFORSYNING;9800;413;8.690;10.493;636;6%;159;1,54%;
1001810468;HOBRO VARMEVÆRK A M B A;9500;544;9.891;12.436;733;6%;100;0,81%;
1004416316;HOFOR Fjernvarme P/S;2300;610;11.546;14.307;-968;-6%;-513;-3,46%;
1002146371;Holeby Fjernvarme;4960;474;10.838;14.074;2.234;19%;0;0,00%;
1001789264;Holme-Lundshøj Fjernvarmeværk A M B A;8270;586;10.294;13.074;-1.485;-10%;-1.222;-8,55%;
1001747524;Holsted Varmeværk A.m.b.A.;6670;900;16.594;20.553;2.715;15%;5.430;35,91%;
1002996529;Holte Fjernvarme a.m.b.a.;2840;391;8.869;12.282;-2.071;-14%;0;0,00%;
1002186009;Hornbæk Fjernvarme A.m.b.a.;3100;600;11.941;15.568;-815;-5%;-815;-4,97%;
1001839701;Hornslet Fjernvarmeselskab Amba;8543;713;13.539;15.954;1.881;13%;453;2,92%;
1001550427;Hovedgård Fjernvarme amba;8732;525;11.663;15.315;-281;-2%;0;0,00%;
1001694623;Hundested Varmeværk A.m.b.a.;3390;906;17.063;21.866;2.797;15%;3.122;16,65%;
1003439395;Hundslund-Oldrup Kraftvarmeværk;8350;500;13.775;18.525;-1.041;-5%;-679;-3,53%;
1001845141;Hurup Fjernvarme;7760;450;8.601;10.558;-338;-3%;-338;-3,10%;
1001179217;Hvalpsund Kraftvarmeværk A.m.b.a.;9640;488;14.813;16.324;2.036;14%;1.131;7,45%;
1001847430;Hvalsø Kraftvarmeværk a.m.b.a.;4330;735;12.920;16.131;1.063;7%;1.063;7,06%;
1001573152;Hvidbjerg Fjernvarme amba;7790;525;9.750;12.203;0;0%;-453;-3,58%;
1002309201;Hvide Sande Fjernvarme;6960;275;7.413;9.903;-4.073;-29%;-1.810;-15,45%;
1002964005;HVIDEBÆK FJERNVARMEFORSYNING;4490;510;10.842;14.762;-650;-4%;0;0,00%;
1003755808;HYLLINGE-MENSTRUP KRAFTVARMEVÆRKERA M B A;4700;1.385;24.525;31.569;12.131;62%;11.000;53,48%;
1002933753;Høje Taastrup Fjernvarme A.m.b.a;2630;527;11.035;14.332;99;1%;0;0,00%;
1001505761;Højslev - Nr Søby Fjernvarmeværk;7840;523;10.345;13.482;789;6%;0;0,00%;
1001640777;Høng Varmeværk;4270;625;12.094;15.442;554;4%;0;0,00%;
1000200879;Hørby Varmeværk;9300;550;13.391;16.849;1.471;10%;1.810;12,04%;
1010102020;I/S Norfors - Fredensborg Fjernvarme;2970;994;18.069;22.937;0;0%;0;0,00%;
2223334441;I/S Norfors - Nivå Fjernvarme;2970;744;14.494;18.656;0;0%;0;0,00%;
1003861117;I/S Norfors - Norfors Fjernvarme;2970;744;15.298;19.906;-166;-1%;0;0,00%;
1003387416;I/S Vestforbrænding Glostrup;2600;364;9.962;12.022;1.102;10%;966;8,74%;
1001514308;INGSTRUP FJERNVARME ANDELSSELSKAB;9480;644;18.873;20.868;2.591;14%;0;0,00%;
1003272783;ISHØJ VARMEVÆRK;2635;325;10.195;12.924;-501;-4%;-98;-0,75%;
1001270473;JELLING VARMEVÆRK;7300;438;8.779;11.255;-1.593;-12%;0;0,00%;
1001016250;Jerslev Varmeværk;9740;550;11.360;13.924;0;0%;0;0,00%;
1001201570;JETSMARK ENERGIVÆRK AMBA;9490;688;13.344;17.331;3.959;30%;4.850;38,86%;
1001441676;JÆGERSPRIS KRAFTVARME A.M.B.A;3630;775;16.625;19.028;5.930;45%;6.835;56,06%;
1014794766;KALUNDBORG VARMEFORSYNING A/S;4400;550;11.822;15.899;-1.526;-9%;-180;-1,12%;
1001173049;Karup Varmeværk;7470;438;9.656;12.731;453;4%;905;7,65%;
1015829881;Kerteminde Forsyning - Varme A/S;5300;400;9.991;12.774;-1.689;-12%;0;0,00%;
1008593805;Kibæk Varmeværk;6933;338;9.206;12.531;-1.288;-9%;-226;-1,77%;
1002110216;Kjellerup Fjernvarme Amba;8620;469;10.719;12.172;-500;-4%;-500;-3,95%;
1001557755;Klejtrup Varmeværk;9500;563;12.156;15.069;3.453;30%;1.131;8,12%;
1017212040;Kolind Fjernvarmeværk A.M.B.A;8560;568;12.989;17.018;6.724;65%;891;5,53%;
1001961555;Kongerslev Fjernvarme AMBA;9293;588;11.656;14.746;679;5%;-1.358;-8,43%;
1025109704;Kredsløb Fjernvarme A/S;8220;493;9.694;12.251;-609;-5%;-1.969;-13,84%;
1001567347;Kværndrup Fjernvarme;5772;531;10.781;13.941;-21;0%;-21;-0,15%;
1020097708;Køge Fjernvarme;4600;623;12.581;15.957;;;0;0,00%;
1001672967;Langå Varmeværk;8870;531;11.269;14.897;-1.131;-7%;0;0,00%;
1001032862;Laurbjerg Kraftvarmeværk AMBA;8870;681;14.594;19.455;5.718;42%;4.339;28,71%;
1000974476;LEM VARMEVÆRK;6940;563;10.400;12.523;2.263;22%;1.131;9,93%;
1001749941;LEMVIG VARMEVÆRK A M B A**;7620;300;8.125;10.430;3.080;42%;1.579;17,84%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1001231422;Lendum Kraftvarmeværk A.m.b.a.;9870;700;16.750;18.920;-560;-3%;-905;-4,56%;
1001191665;Lohals Varmeforsyning A.m.b.a.;5953;513;11.231;14.194;-3.102;-18%;-679;-4,56%;
1014453659;Lolland Varme A/S**;4900;417;8.903;12.136;-71;-1%;83;0,69%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1001820693;Lystrup Fjernvarme A m b a;8520;550;10.875;13.611;226;2%;-2.036;-13,01%;
1016186046;Læsø Varme A/S;9940;500;11.094;13.744;-3.316;-19%;-2.263;-14,14%;
1001504819;LØGSTRUP VARMEVÆRK A M B A;8831;438;10.500;13.369;-126;-1%;0;0,00%;
1001510235;Løgstør Fjernvarmeværk AMBA;9670;548;11.613;14.891;-1.275;-8%;-370;-2,43%;
1001552091;LØGTEN-SKØDSTRUP FJERNVARMEVÆRK A M B A;8541;719;12.496;15.366;2.376;18%;-453;-2,86%;
1002227340;LØGUMKLOSTER FJERNVARME;6240;588;11.375;14.571;-905;-6%;0;0,00%;
1000441441;Løjt Kirkeby Fjernvarmeselskab Amba;6200;573;11.431;13.825;-1.765;-11%;-973;-6,57%;
1002195238;Løkken Varmeværk;9480;344;8.990;10.987;-226;-2%;0;0,00%;
1004118408;Løkkensvejens Kraftvarmeværk Amba;9480;810;19.650;22.161;3.396;18%;-724;-3,16%;
1004046966;LØNSTRUP VARMEFORSYNING AMBA;9800;723;16.495;18.738;1.985;12%;892;5,00%;
1003717218;Lørslev Fjernvarmeforsyning Amba;9800;563;13.688;18.456;-4.978;-21%;0;0,00%;
1001811993;Løsning Fjernvarme A m b a;8723;656;11.625;14.691;-1.456;-9%;0;0,00%;
1112223334;Maglevad**;3660;460;10.213;13.701;-520;-4%;1.185;9,47%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1001745715;MALLING VARMEVÆRK AMBA;8340;619;11.719;15.012;1.018;7%;0;0,00%;
1001349371;Manna-Thise Kraftvarmeværk;9700;820;19.300;21.842;2.491;13%;-1.267;-5,48%;
1002070939;Mariager Fjernvarme A M B A;9550;191;6.608;8.321;386;5%;-509;-5,77%;
1000187343;Maribo Varmeværk Amba;4930;346;8.350;10.637;0;0%;0;0,00%;
1001672864;MARSTAL FJERNVARME A M B A;5960;600;13.250;15.860;-1.510;-9%;-3.320;-17,31%;
1021057238;Mejlby Fjernvarme AMBA;8981;600;15.411;17.271;-679;-4%;453;2,69%;
1001066162;Mellerup Kraftvarme Amba***;8930;645;0;18.925;2.625;16%;0;0,00%;*** Nogle fjernvarmeforsyninger indberetter ikke priser for standardlejligheder eller standardhuse, hvorfor nogle felter er tomme. Dette skyldes, at Forsyningstilsynet kun modtager indberetninger for de aftagerkategorier, som findes i forsyningernes kundegrundlag, og at flere forsyninger ikke har kunder med disse forhold. Gennemsnitlig, vægtet gennemsnitlig og median varmepris for standardlejligheder og standardhuse er alene beregnet for de varmeforsyninger, der har indberettet priser for denne boligtype.
1011470390;Middelfart Fjernvarme a.m.b.a.**;5500;488;9.313;11.924;394;3%;226;1,93%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1001800657;Midtlangeland Fjernvarme;5900;520;11.019;13.650;0;0%;0;0,00%;
1014977178;MORSØ VARME A/S;7900;1.234;20.475;25.743;12.150;89%;12.150;89,38%;
1009984468;Mosede Fjernvarmeværk a.m.b.a.;2670;800;12.896;15.982;557;4%;-61;-0,38%;
4444433333;Mou Kraftvarme AMBA;9280;343;10.294;11.424;-397;-3%;1.913;20,11%;
1001700995;Møldrup Varmeværk;9632;500;10.031;12.613;2.849;29%;0;0,00%;
1001735576;Mørke Fjernvarmeselskab Amba;8544;650;12.656;15.428;469;3%;469;3,13%;
1001557974;Mørkøv Varmeværk Amba;4440;484;11.511;15.775;56;0%;0;0,00%;
1002279450;Nibe Varmeværk a.m.b.a.;9240;938;16.954;21.063;8.598;69%;8.598;68,97%;
1013275528;Nimtofte - NOFF takstområde 1;8550;511;14.825;20.054;-5.606;-22%;-5.840;-22,55%;
1111122222;Nimtofte - NOFF takstområde 2;8550;511;14.825;20.054;-4.793;-19%;-5.840;-22,55%;
2222211111;Nimtofte - NOFF takstområde 3;8550;511;14.450;19.404;-5.281;-21%;-4.702;-19,51%;
1020529128;Nordals Fjernvarme A/S;6400;451;11.560;14.745;;;389;2,71%;
1001187876;NORDBY FJERNVARME A M B A;6720;864;16.709;19.387;883;5%;244;1,28%;
1002107538;NR ALSLEV FJERNVARMEVÆRK A M B A;4840;363;10.188;12.961;-3.372;-21%;-113;-0,87%;
1012866492;Nyborg Forsyning Varme A/S;5800;580;10.250;12.818;362;3%;362;2,91%;
1002063337;NYKØBING M FJERNVARMEVÆRK A M B A;7900;625;11.938;15.388;1.558;11%;3.855;33,42%;
1001888952;NYKØBING SJ VARMEVÆRK;4500;625;12.656;16.244;1.316;9%;1.203;8,00%;
1010517636;NYSTED VARMEVÆRK A.M.B.A**;4880;344;8.781;12.047;-3.129;-21%;-1.279;-9,60%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1003173770;Næstved Fjernvarme A.M.B.A.;4700;572;11.107;14.379;629;5%;1.195;9,06%;
1000217829;NØRRE NEBEL FJERNVARME;6830;388;9.188;11.764;-1.179;-9%;-1.179;-9,11%;
1001626454;Nørre Snede Varmeværk;8766;525;12.500;14.128;1.018;8%;2.941;26,29%;
1003157066;Odder Varmeværk A M B A**;8300;563;11.375;14.356;1.533;12%;837;6,19%;** Forsyningen er en fusion af to eller flere forsyninger eller har prisharmoniseret. Der er for januar 2019 og evt. januar 2021 benyttet en med det budgetterede varmesalg vægtet gennemsnitspris for at beregne prisændringerne i forhold til priserne før fusionen.
1008780737;Onsbjerg Varmeværk;8305;790;15.793;18.242;790;5%;791;4,53%;
1001327150;OUE KRAFTVARMEVÆRK A.M.B.A.;9500;600;16.250;19.410;1.448;8%;1.810;10,28%;
1000217945;Outrup Varmeværk;6855;625;13.500;16.813;2.263;16%;2.263;15,55%;
1001550440;Padborg Fjernvarme A.m.b.a.;6330;513;9.950;12.914;502;4%;0;0,00%;
1021587520;Pedersker Fjernvarme ApS;3790;828;17.444;21.590;950;5%;950;4,60%;
1002247727;Præstø Fjernvarme a.m.b.a.;4720;746;14.200;18.117;-1.028;-5%;1.131;6,66%;
1001210129;Ramsing-Lem-Lihme Kraftvarmeværk;7860;581;13.156;18.271;509;3%;509;2,86%;
1002992225;Rask Mølle Varmeværk;8763;613;12.281;15.761;0;0%;0;0,00%;
1016914890;REFA - Horbelev Varmeværk A/S;4871;543;12.991;17.462;-1.500;-8%;-500;-2,78%;
1020390588;REFA Gedser Fjernvarme A/S;4874;586;13.286;17.213;0;0%;0;0,00%;
1015609768;REFA, STUBBEKØBING FJERNVARME A/S;4800;381;10.513;14.293;-641;-4%;0;0,00%;
1003843766;Rejsby Kraftvarme;6780;613;14.500;18.086;1.131;7%;0;0,00%;
1002058838;Ribe Fjernvarme AMBA;6760;438;10.179;12.125;-703;-5%;0;0,00%;
1011319390;RINGE FJERNVARMESELSKAB A M B A;5750;531;9.467;11.846;0;0%;0;0,00%;
1003054009;RINGKØBING FJERNVARMEVÆRK AMBA    VARMEVÆRK 1;6950;700;13.131;16.905;4.978;42%;7.693;83,51%;
1017780383;RINGSTED FJERNVARME A/S;4100;441;8.903;11.465;-300;-3%;537;4,91%;
1007719341;Rise Fjernvarme Amba;5970;840;19.350;21.954;-1.530;-7%;-905;-3,96%;
1001806990;Roslev Fjernvarmeselskab A.m.b.A.;7870;438;10.719;13.381;-566;-4%;0;0,00%;
1001391111;ROSTRUP KRAFTVARMEVÆRK AMBA;9550;600;17.125;18.985;1.935;11%;1.358;7,70%;
1001930294;Rundhøj  Fjernvarme AMBA;8270;535;9.925;12.934;0;0%;-181;-1,38%;
1001553645;RY VARMEVÆRK A M B A;8680;326;7.956;10.480;0;0%;0;0,00%;
1003568649;Rye Kraftvarmeværk A.M.B.A.;8680;250;11.094;14.963;-4.453;-23%;0;0,00%;
1002070617;Ryomgård Fjernvarmeværk;8550;595;12.550;15.395;-1.743;-10%;0;0,00%;
1001082841;Ræhr Fjernvarme Amba;7730;400;10.063;11.990;1.625;16%;453;3,92%;
1001573462;Rødby Varmeværk a.m.b.a.;4970;375;9.406;12.425;325;3%;0;0,00%;
1001159796;Rødbyhavn Fjernvarme Amba;4970;324;10.003;13.241;1.587;14%;1.698;14,71%;
1002243368;Rødding Fjernvarme;6630;488;9.625;12.374;0;0%;0;0,00%;
1001454760;Rødkærsbro Fjernvarmeværk;8840;600;13.696;17.126;123;1%;-249;-1,43%;
1011930936;Rødovre Kommunale Fjernvarme;2610;469;10.313;13.622;0;0%;0;0,00%;
1002824928;Rønde Fjernvarmeværk;8410;456;9.625;12.346;937;8%;0;0,00%;
1016095709;Rønne Varme A/S;3700;590;12.361;14.890;1.418;11%;-4.406;-22,84%;
1002997847;Sakskøbing Fjernvarmeselskab Amba;4990;719;12.850;16.247;3.238;25%;3.238;24,89%;
1001529390;Saltum Fjernvarmeværk AMBA;9493;469;10.469;13.984;-1.833;-12%;-837;-5,65%;
1004149664;Sandved-Tornemark Kraftvarmeværk Amba;4262;638;15.234;18.746;1.131;6%;-453;-2,36%;
1000550228;Sdr  Felding Varmeværk;7280;375;8.281;10.475;0;0%;0;0,00%;
1001193577;Sdr. Herreds Kraftvarmeværker Amba;7960;586;16.594;18.611;3.105;20%;0;0,00%;
1006369409;Sdr. Nissum Fjernvarme I/S Henry Toft/Britha Pilgaard Toft;6990;600;12.500;14.610;905;7%;905;6,60%;
1001577420;Sdr. Omme Varmeværk Amba;7260;399;10.661;14.329;-637;-4%;-204;-1,41%;
1001503654;Sig Varmeværk;6800;688;15.313;17.444;1.233;8%;1.131;6,93%;
