fv_net_navn,aar,vaerk_navn,vaerk_kommune,vrktypenavn,kvoteaktivitet,DB07,NR117,indfyretkapacitet_MW,elkapacitet_MW,varmekapacitet_MW,brutto_TJ,varmeprod_TJ,varmelev_TJ,elprod_TJ,ellev_TJ,andel_varmelev,andel_el,andel_process,kul_TJ,fuelolie_TJ,spildolie_TJ,gasolie_TJ,raffinaderigas_TJ,lpg_TJ,naturgas_TJ,affald_TJ,biogas_TJ,halm_TJ,skovflis_TJ,trae- og biomasseaffald_TJ,traepiller_TJ,bio-olie_TJ,braendselsfrit_TJ,solenergi_TJ,vandkraft_TJ,elektricitet_TJ,omgivelsesvarme_TJ,match_type,idriftdato
Sorø Fjernvarme,2022,Frederiksberg Kraftvarmeanlæg,340,Decentralt værk,0.0,3881100.0,3850310.0,56.91,8.65,44.39,235.4770808,191.10852,191.10852,14.983474320000001,14.983474320000001,8.1468163191,2.8531836809,0.0,0.0,0.0,0.0,4.02830861,0.0,0.0,73.33959592000001,0.0,0.0,0.0,53.16063687,104.9485394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1961-01-01
Spjald Fjernvarme,2022,Spjald Fjernvarme- og Vandværk,760,Decentralt værk,0.0,1755500.0,1750050.0,15.55,1.18,14.450000000000001,86.24507039999999,53.837999999999994,53.78399999999999,29.7144,29.664,4.2671272374,0.7328727626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8759104,0.0,77.96915999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3999999999999995,0.0,net,1988-10-01
St-Rise/Dunkær,2022,Rise Fjernvarme Amba St.Rise Landevej 2,492,Fjernvarmeværk,0.0,706000.0,700060.0,3.77,0.0,3.7,13.877500000000001,13.120000000000001,13.120000000000001,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8375,0.0,0.0,5.04,0.0,0.0,0.0,net,2000-01-01
Stege Fjernvarme,2022,Stege Halmvarmeværk,390,Fjernvarmeværk,0.0,706000.0,700060.0,25.0,0.0,25.0,134.0593,148.284,148.284,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.4165,0.0,0.0,0.0,0.0,0.0,25.6428,0.0,0.0,0.0,net,2004-06-01
Stenderup-Krogager Fjernvarme,2022,GEV Varme AS Ansager Landevej 9,530,Decentralt værk,0.0,1059000.0,1050090.0,6.17,1.41,5.41,26.9733456,22.7376,21.7296,3.0528,3.0528,2.2529329535000002,0.7470670465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.008145600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003200000000001,10.962,net,1995-01-01
Stenstrup Fjernvarme,2022,Stenstrup Fjernvarme Nordre Ringvej 51,479,Fjernvarmeværk,0.0,353000.0,350030.0,2.0,0.0,2.0,48.0095,45.2052,44.964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,2003-01-01
Stenvad,2022,Stenvad varmeværk,707,Fjernvarmeværk,0.0,706000.0,700060.0,1.63,0.0,1.63,13.149000000000001,9.69246,9.681659999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03780000000000001,0.0,0.0,0.0,0.0,0.0,0.0,13.1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1998-09-01
Stoholm Fjernvarme,2022,Stoholm Fjernvarmeværk Amba,791,Fjernvarmeværk,0.0,1765000.0,1750150.0,22.42,4.87,16.59,87.3803916,68.64984,68.64984,14.63832,14.63832,3.5094589042999997,1.4905410956999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8225916,0.0,0.0,0.0,0.0,0.0,17.955,0.0,0.0,0.0,0.0,9.6176808,19.9851192,net,2004-11-08
Store Merløse Fjernvarme,2022,St.Merløs Varmeværk,316,Fjernvarmeværk,0.0,706000.0,700060.0,7.5,0.0,6.7,40.74176744,38.135160000000006,38.135160000000006,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00401744,0.0,0.0,0.0,0.0,0.0,40.73775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,net,1984-09-01
Storkøbenhavns Fjernvarme,2022,ARGO Roskilde KraftVarmeVærk,265,Erhvervsværk,2.0,764220.0,767800.0,138.1,33.099999999999994,96.8,3714.2076624,2902.329,2902.329,779.5224000000001,675.69624,0.7772245998,1.2227754002,0.0,0.0,0.0,0.0,7.5628308,0.0,0.0,15.6824316,3690.9624000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Albertslund Varmeværk,165,Fjernvarmeværk,8.0,2824000.0,2800240.0,120.654,0.0,110.188,35.8750814,31.533790000000003,31.533790000000003,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,33.642472999999995,0.0,0.0,2.2326084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Amagerværket,101,Centralt værk,2.0,702200.0,700020.0,862.0,214.0,651.0,13237.8603505,10721.05491,10721.05491,3026.3976,2624.6232,0.8045395026,1.1954604974,0.0,0.0,0.0,0.0,57.615221999999996,0.0,0.0,0.0,0.0,0.0,0.0,8916.7166535,0.0,4263.528475,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Avedøre Fjernvarme A.m.b.a,167,Fjernvarmeværk,1.0,353000.0,350030.0,14.0,0.0,14.0,2.4881076,2.434,2.434,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4881076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Avedøreværket,167,Centralt værk,3.0,1053300.0,1050030.0,1829.75,805.6,936.5,22753.8876740228,8107.0683,8062.40443,8595.572400000001,7884.442800000001,1.3641918833,1.6358081167,0.0,1373.3400000000004,121.81002680965157,0.0,75.58347049999999,0.0,0.0,322.9650072000001,0.0,0.0,1406.734169513144,0.0,0.0,19453.455,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Ballerup Krematorium - overskudsvarme,151,Erhvervsværk,0.0,960300.0,960000.0,0.2,0.0,0.2,1.9906,1.9906,1.9906,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9906,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Brokær Varmecentral,153,Fjernvarmeværk,0.0,353000.0,350030.0,15.5,0.0,14.0,0.0279786,0.026,0.026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0279786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Brøndby Strand Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,79.1,0.0,79.1,21.8237575,20.05,20.05,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.6026519,0.0,0.0,1.2211056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Brøndbyvester Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,31.6,0.0,31.6,38.8457752,37.016999999999996,37.016999999999996,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,38.8457752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Brøndbyøster Fjernvarmecentral,153,Fjernvarmeværk,3.0,1059000.0,1050090.0,36.0,0.0,29.0,23.5753085,21.063,21.063,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.498684500000003,0.0,0.0,2.076624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,CP Kelco ApS,259,Erhvervsværk,1.0,205900.0,200020.0,7.0,0.0,7.0,149.0724,146.5,143.9,0.0,0.0,0.9822525597,0.0,0.0177474403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.4624,0.0,0.0,2.61,0.0,name,
Storkøbenhavns Fjernvarme,2022,CTR I/S GRC (Gladsaxe Ringvej Centralen),159,Fjernvarmeværk,2.0,706000.0,700060.0,32.0,0.0,30.0,28.82104,28.964,28.964,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.82104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,CTR KLC2 - Københavns Lufthavn,185,Fjernvarmeværk,3.0,1059000.0,1050090.0,64.5,0.0,60.0,9.55577,8.882,8.882,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.55577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,CTR Nybrovej Centralen,157,Fjernvarmeværk,3.0,1059000.0,1050090.0,65.4,0.0,63.2,76.43775,75.03457,75.03457,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,27.09003,0.0,0.0,0.32872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.019,0.0,name,
Storkøbenhavns Fjernvarme,2022,CTR Spidslastcentral Phistersvej,157,Fjernvarmeværk,2.0,706000.0,700060.0,29.8,0.0,27.2,90.52125000000001,85.354,85.354,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,90.52125000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,CTR Utterslev Varmecentral,101,Fjernvarmeværk,2.0,706000.0,700060.0,44.0,0.0,40.0,5.793290000000001,5.379,5.379,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.793290000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Central Vindinge Vest,265,Fjernvarmeværk,0.0,706000.0,700060.0,0.64,0.0,0.58,5.3363772,4.79664,4.79664,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.336377200000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,City 2 varmepumpe,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.29,0.0,1.472,0.0252,0.03888,0.03888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0072,0.0,name,
Storkøbenhavns Fjernvarme,2022,Damagercentralen,253,Fjernvarmeværk,0.0,1059000.0,1050090.0,19.25,0.0,16.82,0.6273,0.5919,0.5919,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Damhusåen Renseanlæg,101,Erhvervsværk,0.0,370000.0,370000.0,1.56,0.6,0.75,40.233026,16.8696,16.8696,14.5152,14.5152,0.2096486603,0.7903513397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.233026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Energivejcentralen,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.245,0.0,1.0,18.6048,18.6048,18.6048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7492,12.8556,name,
Storkøbenhavns Fjernvarme,2022,Fjernvarmecentralen Avedøre Holme,167,Fjernvarmeværk,3.0,1059000.0,1050090.0,49.5,0.0,46.0,16.784855999999998,15.40764,15.40764,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.784855999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Frederiksberg Varmecentral,147,Fjernvarmeværk,4.0,1412000.0,1400120.0,216.0,0.0,200.0,183.81383,165.83,165.83,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,183.81383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Gladsaxe Spidslastanlæg,159,Fjernvarmeværk,2.0,706000.0,700060.0,102.0,0.0,100.0,283.68352,279.233,279.233,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,48.97951999999999,0.0,0.0,20.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.029,0.0,name,
Storkøbenhavns Fjernvarme,2022,H.C. Ørsted Værket,101,Centralt værk,3.0,1053300.0,1050030.0,333.0,21.0,291.7,280.605127572,227.42406,227.42406,24.6816,23.621148,2.304033215,0.695966785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.605127572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,HOFOR - Lygten Varmecentral,101,Fjernvarmeværk,4.0,1412000.0,1400120.0,95.2,0.0,97.2,322.67998038,314.232,314.232,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,224.73250878,0.0,0.0,97.9474716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,HOFOR - Sundholm varmecentral,101,Fjernvarmeværk,5.0,1765000.0,1750150.0,98.5,0.0,92.19999999999999,224.65950665,211.34099999999998,211.34099999999998,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,197.51259514999998,0.0,0.0,27.1469115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,HOFOR - Østre varmecentral,101,Fjernvarmeværk,3.0,1059000.0,1050090.0,69.0,0.0,69.0,179.44932403,171.97,171.97,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,179.44932403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Hedegårdens varmecentral (I/S Vestforbrænding),151,Fjernvarmeværk,2.0,706000.0,700060.0,51.68,0.0,46.52,8.4965381,7.2864,7.2864,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8031292999999998,0.0,0.0,7.693408800000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Helgeshøj Alle,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.345,0.0,1.4,31.5432,31.5432,31.5432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8528,0.0,0.0,8.6904,0.0,name,
Storkøbenhavns Fjernvarme,2022,Helgeshøj-Centralen,169,Fjernvarmeværk,0.0,353000.0,350030.0,16.7,0.0,15.0,4.054842,3.489,3.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054842000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Hundige Fjernvarmeværk,253,Fjernvarmeværk,3.0,1059000.0,1050090.0,36.663,0.0,33.730000000000004,11.55024,10.56276,10.56276,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,11.55024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Hvidovre Midt Amba,167,Fjernvarmeværk,1.0,353000.0,350030.0,6.0,0.0,6.0,9.440984,8.569,8.569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.440983999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Høje Gladsaxe Varmecentral,159,Fjernvarmeværk,3.0,1059000.0,1050090.0,58.800000000000004,0.0,54.0,106.34656000000001,97.35995,97.35995,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.34656000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Høje Taastrup Fjernvarme - Litauen Alle,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.755,0.0,3.2,19.44,19.44,19.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.89,8.55,name,
Storkøbenhavns Fjernvarme,2022,Høje Taastrup Fjernvarme - Malervej-centralen,169,Fjernvarmeværk,2.0,706000.0,700060.0,33.4,0.0,30.0,16.5689994,15.643,15.643,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.639537,0.0,0.0,9.929462400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Høje Taastrup Fjernvarme - Mølleholmen-centralen,169,Fjernvarmeværk,0.0,1059000.0,1050090.0,17.314999999999998,0.0,18.4,10.504909577,10.1296,10.1156,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.859309577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6776,4.968,name,
Storkøbenhavns Fjernvarme,2022,I/S Amager Ressourcecenter,101,Erhvervsværk,1.0,382120.0,383900.0,224.0,62.0,190.0,6185.22890392,4187.4500016,4186.9226016,1167.21432,994.61556,0.3384614108,0.6614959554,4.26338e-05,0.0,0.0,0.0,31.17160392,0.0,0.0,0.0,4270.3478,0.0,0.0,0.0,1883.7095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,I/S Vestforbrænding,161,Erhvervsværk,5.0,1910600.0,1919500.0,263.13,39.0,203.05,5495.05082832,3971.5776,3967.4736,941.6268,803.4804,3.5197585776,1.2794322592,0.20080916329999998,0.0,0.0,0.0,10.786109,0.0,0.0,94.59931931999999,5389.6654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Ishøj Kommunes Varmeforsyning/Ishøj Varmeværk,183,Fjernvarmeværk,0.0,1412000.0,1400120.0,35.5,0.0,35.5,128.38298279999998,128.38298,128.38298,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07298280000000001,0.0,0.0,0.0,0.0,0.0,128.31,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,KEC,185,Fjernvarmeværk,0.0,353000.0,350030.0,2.0,0.0,6.2,21.618,21.618,21.618,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12748,0.0,0.0,7.490519999999999,0.0,name,
Storkøbenhavns Fjernvarme,2022,Køge Kraftvarmeværk,259,Decentralt værk,1.0,353000.0,350030.0,56.2,15.0,53.0,1523.67782,1062.363,1062.363,245.592,244.404,0.3486179906,0.6513820094,0.0,0.0,0.9755999999999999,0.0,0.01281,0.0,0.0,0.0,0.0,0.0,0.0,1448.21166,74.462,0.01575,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Måløv Spids- og Reservelastcentral,151,Fjernvarmeværk,2.0,706000.0,700060.0,28.2,0.0,28.2,19.321513200000002,17.8776,17.8776,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.321513200000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Novo Nordisk overskudsvarme,159,Erhvervsværk,0.0,212000.0,210000.0,0.9,0.0,0.9,0.2556,0.2556,0.2556,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Novozymes,101,Fjernvarmeværk,0.0,353000.0,350030.0,0.9,0.0,3.9,77.9832,77.9832,77.9832,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.47039999999999,0.0,0.0,20.5128,0.0,name,
Storkøbenhavns Fjernvarme,2022,Penta-Infra Datacenter Glostrup,165,Erhvervsværk,0.0,611000.0,610000.0,0.06,0.0,0.18,3.2796,3.2796,2.9196,0.0,0.0,0.8902305159,0.0,0.1097694841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2212,0.0,0.0,1.0584,0.0,name,
Storkøbenhavns Fjernvarme,2022,Priorparkens Varmecentral,153,Fjernvarmeværk,0.0,353000.0,350030.0,12.5,0.0,12.3,0.0706639,0.0569,0.0569,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0706639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Rensningsanlægget Lynetten,101,Erhvervsværk,0.0,370000.0,370000.0,14.0,0.0,6.66,146.00956344,104.11488,93.9456,0.0,0.0,0.9023263534,0.0,0.0976736466,0.0,0.00016044,0.0,0.0,0.0,0.0,0.0,0.0,3.854403,0.0,0.0,142.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Risø Kedelcentral,265,Fjernvarmeværk,0.0,353000.0,350030.0,12.9,0.0,12.0,4.1739984,3.834,3.834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1739984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Rockwool varmepumpe,169,Fjernvarmeværk,0.0,353000.0,350030.0,0.168,0.0,0.418,0.0108,0.017136,0.016812,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,name,
Storkøbenhavns Fjernvarme,2022,Roskilde Varme A/S Central Lillevang,265,Fjernvarmeværk,2.0,706000.0,700060.0,43.2,0.0,41.0,10.807631,9.93872,9.93872,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.807630999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Roskilde Varme A/S Hovedcentralen,265,Fjernvarmeværk,5.0,1765000.0,1750150.0,97.1,0.0,94.7,31.03112352,14.99658,14.99658,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,28.7566203,0.0,0.0,2.27450322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Roskilde Varmeforsyning,265,Fjernvarmeværk,0.0,353000.0,350030.0,9.2,0.0,8.7,0.254677,0.219,0.219,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.254677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Sjællandsbroens Pumpestation,101,Fjernvarmeværk,0.0,353000.0,350030.0,1.77,0.0,5.12,13.0104,13.0104,13.0104,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.834,9.1764,name,
Storkøbenhavns Fjernvarme,2022,Solvarmecentral Vesterled,169,Fjernvarmeværk,0.0,353000.0,350030.0,2.1,0.0,2.1,0.504,0.4896,0.4896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.504,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Svanemølleværket,101,Centralt værk,2.0,702200.0,700020.0,281.79999999999995,0.0,256.0,219.77175132000002,198.73968,198.73968,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.77175132000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,UNICEF Supply Division,101,Fjernvarmeværk,0.0,706000.0,700060.0,0.64,0.0,1.2,5.2956,5.295599999999999,5.295599999999999,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.021976,3.273624,name,
Storkøbenhavns Fjernvarme,2022,VEKS - Solrød Kedelcentral,269,Decentralt værk,2.0,706000.0,700060.0,20.349,3.047,15.686,162.270565,77.47,76.235,57.6504,57.6504,1.2174385424,0.7825614576,0.0,0.0,0.0,0.0,3.149385999999999,0.0,0.0,0.0,0.0,159.12117899999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,name,
Storkøbenhavns Fjernvarme,2022,Varmepumpe Bjergmarken Renseanlæg,265,Fjernvarmeværk,0.0,353000.0,350030.0,2.5,0.0,8.0,37.206,37.206,37.206,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.884756,0.0,0.0,11.321244,0.0,name,
Strandby Fjernvarme,2022,Strandby Varmeværk A.m.b.A.,813,Decentralt værk,0.0,1765000.0,1750150.0,35.88,3.66,34.9,99.028062,84.952044,84.952044,11.574,11.4876,4.2384598091,0.7615401909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.195102000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8148,0.0,26.99748,29.02068,net,2000-01-01
